,code,2nd_code,std_price,name
699,A086390,1,24250,유니테스트
700,A086450,1,23950,동국제약
701,A086520,1,106100,에코프로
702,A086670,1,12300,비엠티
703,A086710,1,18000,선진뷰티사이언스
704,A086820,1,25100,바이오솔루션
705,A086890,1,16350,이수앱지스
706,A086900,1,155300,메디톡스
707,A086960,1,20450,한컴MDS
708,A086980,1,4025,쇼박스
709,A087010,1,12600,펩트론
710,A087260,1,4100,모바일어플라이언스
711,A087600,1,8410,픽셀플러스
712,A087730,1,0,이엠네트웍스
713,A088130,1,12150,동아엘텍
714,A088290,1,7010,이원컴포텍
715,A088390,1,29650,이녹스
716,A088800,1,16550,에이스테크
717,A088910,1,3105,동우팜투테이블
718,A089010,1,25750,켐트로닉스
719,A089030,1,23150,테크윙
720,A089140,1,8240,넥스턴바이오
721,A089150,1,6860,케이씨티
722,A089230,1,899,THE E&M
723,A089530,1,3030,에이티세미콘
724,A089600,1,35650,나스미디어
725,A089790,1,11050,제이티
726,A089850,1,14750,유비벨록스
727,A089890,1,12800,코세스
728,A089970,1,19850,에이피티씨
729,A089980,1,73500,상아프론테크
730,A090150,1,8770,광진윈텍
731,A090360,1,23600,로보스타
732,A090410,1,2860,덕신하우징
733,A090460,1,19300,비에이치
734,A090470,1,7040,제이스텍
735,A090710,1,970,휴림로봇
736,A090740,1,2105,연이비앤티
737,A090850,1,10550,현대이지웰
738,A091120,1,26550,이엠텍
739,A091340,1,5610,S&K폴리텍
740,A091440,1,3485,텔레필드
741,A091580,1,17250,상신이디피
742,A091590,1,10450,남화토건
743,A091700,1,9850,파트론
744,A091970,1,1820,나노캠텍
745,A091990,1,112400,셀트리온헬스케어
746,A092040,1,35500,아미코젠
747,A092070,1,24900,디엔에프
748,A092130,1,20850,이크레더블
749,A092190,1,16550,서울바이오시스
750,A092300,1,6580,현우산업
751,A092460,1,6300,한라IMS
752,A092600,1,4140,앤씨앤
753,A092730,1,29550,네오팜
754,A092870,1,13950,엑시콘
755,A093190,1,6250,빅솔론
756,A093320,1,49000,케이아이엔엑스
757,A093380,1,4950,풍강
758,A093520,1,8040,매커스
759,A093640,1,4265,다믈멀티미디어
760,A093920,1,6480,서원인텍
761,A094170,1,6200,동운아나텍
762,A094360,1,14700,칩스앤미디어
763,A094480,1,5850,갤럭시아머니트리
764,A094820,1,13500,일진파워
765,A094840,1,8770,슈프리마에이치큐
766,A094850,1,15350,참좋은여행
767,A094860,1,1285,네오리진
768,A094940,1,11300,푸른기술
769,A094970,1,3750,제이엠티
770,A095190,1,4980,이엠코리아
771,A095270,1,4440,웨이브일렉트로
772,A095340,1,26800,ISC
773,A095500,1,4410,미래나노텍
774,A095610,1,28300,테스
775,A095660,1,26750,네오위즈
776,A095700,1,74000,제넥신
777,A095910,1,4020,에스에너지
778,A096040,1,577,이트론
779,A096240,1,29100,청담러닝
780,A096350,1,604,대창솔루션
781,A096530,1,63700,씨젠
782,A096610,1,4500,알에프세미
783,A096630,1,2005,에스코넥
784,A096640,1,2415,멜파스
785,A096690,1,812,에이루트
786,A096870,1,5370,엘디티
787,A097780,1,1240,에스맥
788,A097800,1,2275,윈팩
789,A097870,1,9430,효성오앤비
790,A098120,1,8780,마이크로컨텍솔
791,A098460,1,21750,고영
792,A098660,1,2795,에스티오
793,A099190,1,33300,아이센스
794,A099220,1,2440,SDN
795,A099320,1,60200,쎄트렉아이
796,A099390,1,36100,브레인즈컴퍼니
797,A099410,1,3320,동방선기
